"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 13 14:40:33 ICT 2024","Tue Feb 13 14:40:40 ICT 2024","6650","chromium","PageObjectModelTestWithFixture.spec.ts","","","","Login Conduit test using POM",""
